URL,adress,describe,detail_1,detail_2,ft,img_urls,latitude,longitude,price,stat_text,tel,title,title_minor,txt_diposit,vender_name,vender_type
https://www.idealista.com/inmueble/83022118/," Urb. Urbanizaciones del norte de Lloret de Mar , Distrito Urbanitzacions , Lloret de Mar , La Selva, Girona "," ""Finca rústica de 460m2 construidos, distribuidos en 150m2 de vivienda principal, 100m2 de buhardilla, 180m2 de garaje i 30m2 de porche. Un jardín completamente llano de 5.000m2. ,La casa se distribuye de la siguiente manera: Amplio recibidor, amplio salón comedor con cocina con barra americana, despensa, y salida a un precioso porche con vistas a montaña. 3 habitaciones dobles (Una de ellas suite con baño y vestidor), otro baño completo. Cerramientos de madera de alta calidad con vidrio doble. Calefacción gasoil y eléctrica. En la planta inferior de la casa dispone de un gran garaje y espacio de almacenamiento. Techos de madera. Toda la madera de la vivienda tiene un tratamiento espacial contra los parásitos. Se encuentra en una zona privilegiada a 8 minutos del centro de LLoret de Mar. En dicho municipio dispone de todos los servicios principales."" ",Superficie total del terreno 5.000 m²," Electricidad , Aceras ",5.000 m²,,41.7452689,2.8178815,395000,Anuncio actualizado el 23 de febrero,964993048,"Terreno en venta en Urb. Urbanizaciones del norte de Lloret de Mar, Urbanitzacions",Lloret de Mar,,finques lm,Profesional
https://www.idealista.com/inmueble/83548544/," Calle Garrotxa , Urb. Lloret Blau , Distrito Urbanitzacions , Lloret de Mar , La Selva, Girona "," ""PARCELA urbanizable, 900 m2 de superficie, en urbanización Lloret Blau, muy cerca de Lloret de mar; con todas las necesitades y con residencia todo el año. Una zona residencia tranquila, proxima al Aguaviva Park.,Pendiente POCO. Agua, electricidad, apto para construir casa.,Buena comunicación Barcelona-Girona.,Playas Lloret - 7 km.,NUESTRA EMPRESA CONSTRUCTORA,Ofrece un servicio integral en construcción de calidad, desde el proyecto o plano inicial hasta la entrega de las llaves. Nuestra experiencia nos avala como una de las empresas constructoras más solventes y de mayor crecimiento en los últimos años.,PRESUPUESTOS SIN COMPROMISO."" ","Superficie total del terreno 900 m²,Superficie mínima en Venta 900 m²,Superficie edificable 270 m²,Acceso via urbana,Dentro del núcleo urbano"," Terreno urbanizable , Calificado para residencial unifamiliar (chalets) , 2 plantas edificables , Agua , Electricidad , Alumbrado público , Aceras ","900 m²,Urbanizable",,41.7387214,2.8137097,35000,Anuncio actualizado el 27 de febrero,972935774,Terreno en venta en calle Garrotxa,"Urbanitzacions, Lloret de Mar",,LA CASA- DAS HAUS,Profesional
https://www.idealista.com/inmueble/29077462/," Calle Valencia , Urb. LLORET DE MAR , Distrito Urbanitzacions , Lloret de Mar , La Selva, Girona "," ""Parcelas edificables de 930mts/1180mts situadas en urb. Los Pinares, con grandes vistas, muy cerca de Lloret de mar. Las 2 parcelas se venden por precio de 106000€."" ","Superficie total del terreno 930 m²,Superficie mínima en Venta 930 m²,Superficie edificable 930 m²,Acceso via urbana"," Terreno urbanizable , Calificado para residencial unifamiliar (chalets) ","930 m²,Urbanizable",,41.73237,2.82776,53000,Anuncio actualizado el 3 de noviembre,972931547,Terreno en venta en calle Valencia,"Urbanitzacions, Lloret de Mar",,bg assessoria immobiliaria,Profesional
https://www.idealista.com/inmueble/35827372/," Avenida Mil·lenni, 25 , Urb. Lloret Residencial , Distrito Urbanitzacions , Lloret de Mar , La Selva, Girona "," ""Vendo parcela de 838 m2 en Lloret de Mar, ulbanización Lloret Residencial, esta al lado de un lago natural con patos, tiene todos los servicios, autobus, restaurante etc.. . se vende con proyecto visados por el ayuntamiento, para costruir una casa moderna con garaje + dos plantas, si quieres puedes costruir una sola planta."" ","Superficie total del terreno 838 m²,Superficie mínima en Venta 838 m²,Superficie edificable 300 m²,Acceso via urbana,Dentro del núcleo urbano"," Terreno urbano (solar) , Calificado para residencial unifamiliar (chalets) , 3 plantas edificables , Alcantarillado , Alumbrado público , Aceras ","838 m²,Urbano (solar)",,41.7488069,2.8208042,89000,Anuncio actualizado el 25 de febrero,684137809,"Terreno en venta en avenida Mil·lenni, 25","Urbanitzacions, Lloret de Mar",,sergio F,Particular
https://www.idealista.com/inmueble/33951178/," Urb. LLORET RESIDENCIAL , Distrito Urbanitzacions , Lloret de Mar , La Selva, Girona "," ""580 m² solar, asfaltado, arbolado, edificable, urbanizado, alumbrado, electricidad, alcantarillado."" ",Superficie total del terreno 580 m²," Electricidad , Alcantarillado , Alumbrado público , Aceras ",580 m²,,41.7511444,2.8319229,29000,Anuncio actualizado el 12 de diciembre,972932016,"Terreno en venta en Urb. LLORET RESIDENCIAL, Urbanitzacions",Lloret de Mar,,BLANES HOUSE S.L.,Profesional
https://www.idealista.com/inmueble/84133588/," Urbanización Lloret Residencial s/n , Distrito Urbanitzacions , Lloret de Mar , La Selva, Girona "," ""OPORTUNIDAD se vende terreno de 800m2 edificable en Lloret de Mar. Situado en una zona privilegiada (Urbanización Lloret Residencial) cerca de Vidreres. ,SE REGALA caravana con dos habitaciones y cocina junto con el terreno, además de una caseta y varios árboles frutales. El terreno cuenta con una barbacoa construída de obra. Situado en una excelente zona pudiendo disfrutar a10 minutos de la playa y montaña. ,SERVICIOS: A 5 minutos se encuentra el parque acuático water world, un Mercadona y un Aldi. Zona residencial muy tranquila con muy buenos vecinos."" ","Superficie total del terreno 800 m²,Superficie mínima en Venta 800 m²,Superficie edificable 800 m²"," Terreno urbanizable , 1 planta edificable , Alumbrado público , Aceras ","800 m²,Urbanizable",,41.747866,2.8223307,38000,Anuncio actualizado el 11 de febrero,679915152,Terreno en venta en Urbanización Lloret Residencial s/n,"Urbanitzacions, Lloret de Mar",,Marta,Particular
https://www.idealista.com/inmueble/34095090/," valencia , Urb. Els Pinars , Distrito Urbanitzacions , Lloret de Mar , La Selva, Girona "," ""Terreno de 2.000 m2. situado en la urbanización Els Pinars a 5 min. de Lloret de Mar en plena naturaleza, con vistas al mar, orientación sur zona muy tranquila. Calificado para residencial unifamiliar (chalets)."" ","Superficie total del terreno 2.141 m²,Superficie mínima en Venta 1.000 m²,Superficie edificable 2.000 m²,Acceso via urbana,de 2km a 5km"," Terreno urbanizable , Calificado para residencial unifamiliar (chalets) , Agua , Electricidad , Alcantarillado , Alumbrado público , Aceras ","2.141 m²,Urbanizable",,41.7333864,2.8261584,100000,Anuncio actualizado el 9 de octubre,972338130,Terreno en venta en valencia,"Urbanitzacions, Lloret de Mar",,Nadia Petkova,Profesional
https://www.idealista.com/inmueble/81443720/," , Distrito Urbanitzacions , Lloret de Mar , La Selva, Girona "," ""Terreno en venta en la urbanización La Creu de Lloret.,Parcela de 517 m2. Se vende con proyecto hecho, cimentación, forjado sanitario y garaje (faltan bigas, techo y pavimento). Costes de nuevo alcantarillado pagados. Solamente necessario actualizar proyecto, permiso de obra y construcción.,Proyecto actual de casa en planta baja de 124 m2 construidos con 3 habitaciones dobles, 2 baños, cocina, comedor y garaje independiente.,Possibilidad de edificar un máximo de 160 m2.,Urbanitzación con todo tipo de servicios: parada de autobus, bares, restaurantes, supermercados, piscina.. . A 6 quilometros de Lloret de Mar."" ",Superficie total del terreno 571 m², 1 planta edificable ,571 m²,,41.7433081,2.8254714,30000,Anuncio actualizado el 30 de noviembre,932885873,Terreno en venta en Urbanitzacions,Lloret de Mar,,KSA,Profesional
https://www.idealista.com/inmueble/82786102/," Calle Baix Ebre , Distrito Urbanitzacions , Lloret de Mar , La Selva, Girona "," ""Se vende un solar de 800 m2 con un objeto de construcción de 189 m2 en la urbanización Lloret Blau. En frente se encuentra la zona verde, sin edificación. Parcela aislada. El proyecto está hecho, entregado, pagado por la mitad lo que está incluido en el precio. La planta baja está elevada. Precio teniendo en cuenta el costo del terreno, los costos del proyecto y el costo del trabajo inicial - 125 000 €,Costo aproximado del objeto terminado 550 000 €."" ","Superficie total del terreno 800 m²,Superficie mínima en Venta 800 m²,Superficie edificable 189 m²,Acceso por carretera,Dentro del núcleo urbano"," Terreno urbano (solar) , Calificado para residencial unifamiliar (chalets) ","800 m²,Urbano (solar)",,41.7355297,2.8125683,125000,Anuncio actualizado el 7 de febrero,935430153,Terreno en venta en calle Baix Ebre,"Urbanitzacions, Lloret de Mar",,Barcelona Realty Group .,Profesional
https://www.idealista.com/inmueble/82766175/," , Distrito Urbanitzacions , Lloret de Mar , La Selva, Girona "," ""Magnífico terreno urbanizable de 800m2 con vistas despejadas frontales a la montaña, situado en una conocida urbanización de Lloret de Mar, Por su desnivel y al lindar con dos calles se podría construir hasta dos casas de dos plantas cada una con un máximo del 30% sobre el total de la parcela. Los nuevos propietarios disfrutaran de una casa hecha a medida en un entorno privilegiado a tan solo 10 minutos del centro de Lloret y sus playas. Para más información contacte con nuestro equipo de asesores.,[IW]."" ",Superficie total del terreno 800 m²,,800 m²,,41.7499715,2.831501,98000,Anuncio actualizado el 21 de diciembre,972938237,Terreno en venta en Urbanitzacions,Lloret de Mar,,Casagirona.com - Costa Brava,Profesional
